dat_iniciosemana;dat_fimsemana;nom_usina;val_cvu
16/03/2024;22/03/2024;NORTEFLU 1;100.89
16/03/2024;22/03/2024;BAIXADA FL;107.03
16/03/2024;22/03/2024;SANTA CRUZ;109.63
16/03/2024;22/03/2024;NORTEFLU 2;117.31
16/03/2024;22/03/2024;O.PINTADA;138.91
16/03/2024;22/03/2024;UTE STA VI;150.06
16/03/2024;22/03/2024;M.AZUL;156.24
16/03/2024;22/03/2024;LUIZORMELO;156.85
16/03/2024;22/03/2024;UTE GNA I;199.08
16/03/2024;22/03/2024;NORTEFLU 3;224.64
16/03/2024;22/03/2024;ATLANTICO;241.26
16/03/2024;22/03/2024;ST.CRUZ 34;310.41
16/03/2024;22/03/2024;TERMORIO;404.90
16/03/2024;22/03/2024;CUBATAO;418.38
16/03/2024;22/03/2024;PIRAT.12 O;470.34
16/03/2024;22/03/2024;AUR.CHAVES;522.13
16/03/2024;22/03/2024;KARKEY 019;573.24
16/03/2024;22/03/2024;KARKEY 013;573.24
16/03/2024;22/03/2024;TRES LAGOA;587.56
16/03/2024;22/03/2024;NORTEFLU 4;659.62
16/03/2024;22/03/2024;PORSUD I;680.57
16/03/2024;22/03/2024;PORSUD II;682.91
16/03/2024;22/03/2024;FGASPARIAN;701.26
16/03/2024;22/03/2024;SEROPEDICA;724.18
16/03/2024;22/03/2024;JUIZ DE FO;758.46
16/03/2024;22/03/2024;MPPAULINIA;809.75
16/03/2024;22/03/2024;LORM_PCS;811.58
16/03/2024;22/03/2024;POVOACAO I;811.58
16/03/2024;22/03/2024;VIANA I;811.58
16/03/2024;22/03/2024;M.LAGO;928.54
16/03/2024;22/03/2024;VIANA;983.28
16/03/2024;22/03/2024;W.ARJONA;1413.22
16/03/2024;22/03/2024;PALMEIR_GO;1729.31
16/03/2024;22/03/2024;TNORTE 2;2997.89
23/03/2024;29/03/2024;C. ROCHA;0.00
23/03/2024;29/03/2024;TAMBAQUI;0.00
23/03/2024;29/03/2024;MANAUARA;0.00
23/03/2024;29/03/2024;JARAQUI;0.00
23/03/2024;29/03/2024;PONTA NEGR;0.00
23/03/2024;29/03/2024;UTE MAUA 3;66.91
23/03/2024;29/03/2024;APARECIDA;66.91
23/03/2024;29/03/2024;MARANHAO V;104.13
23/03/2024;29/03/2024;MARANHAOIV;104.13
23/03/2024;29/03/2024;MARANHAO3;105.87
23/03/2024;29/03/2024;PARNAIB_IV;151.69
23/03/2024;29/03/2024;PARNAIBA_V;199.40
23/03/2024;29/03/2024;P. ITAQUI;285.56
23/03/2024;29/03/2024;N.VENECIA2;286.88
23/03/2024;29/03/2024;GERAMAR2;983.26
23/03/2024;29/03/2024;GERAMAR1;983.26
23/03/2024;29/03/2024;POTIGUAR;0.00
23/03/2024;29/03/2024;PETROLINA;0.00
23/03/2024;29/03/2024;POTIGUAR_3;0.00
23/03/2024;29/03/2024;ERB CANDEI;108.45
23/03/2024;29/03/2024;PROSPERIDA;204.55
23/03/2024;29/03/2024;PROSP_III;208.41
23/03/2024;29/03/2024;PROSP_II;224.34
23/03/2024;29/03/2024;TERMOPE;233.95
23/03/2024;29/03/2024;P.PECEM1;283.30
23/03/2024;29/03/2024;P.PECEM2;292.97
23/03/2024;29/03/2024;PSERGIPE I;351.54
23/03/2024;29/03/2024;JS_PEREIRA;450.86
23/03/2024;29/03/2024;SYKUE I;510.12
23/03/2024;29/03/2024;TERMOCEARA;560.49
23/03/2024;29/03/2024;C.FURTADO;583.31
23/03/2024;29/03/2024;PERNAMBU_3;843.41
23/03/2024;29/03/2024;MARACANAU;953.73
23/03/2024;29/03/2024;TERMOCABO;971.34
23/03/2024;29/03/2024;TERMOPB;976.80
23/03/2024;29/03/2024;TERMONE;976.80
23/03/2024;29/03/2024;CAMPINA_GR;983.30
23/03/2024;29/03/2024;SUAPE II;998.87
23/03/2024;29/03/2024;GLOBAL I;1114.76
23/03/2024;29/03/2024;GLOBAL II;1114.76
23/03/2024;29/03/2024;PAMPA SUL;86.15
23/03/2024;29/03/2024;SAO SEPE;108.38
23/03/2024;29/03/2024;CANDIOTA_3;108.41
23/03/2024;29/03/2024;J.LACER. C;325.27
23/03/2024;29/03/2024;FIGUEIRA;330.64
23/03/2024;29/03/2024;J.LACER. B;378.90
23/03/2024;29/03/2024;J.LAC. A2;387.75
23/03/2024;29/03/2024;J.LAC. A1;453.14
23/03/2024;29/03/2024;B.BONITA I;742.99
23/03/2024;29/03/2024;URUGUAIANA;1182.86
23/03/2024;29/03/2024;S.TIARAJU;1185.50
23/03/2024;29/03/2024;ARAUCARIA;2305.34
23/03/2024;29/03/2024;DAIA;0.00
23/03/2024;29/03/2024;CUIABA CC;0.00
23/03/2024;29/03/2024;ATLAN_CSA;0.00
23/03/2024;29/03/2024;XAVANTES;0.00
23/03/2024;29/03/2024;W.ARJONA O;0.00
23/03/2024;29/03/2024;ANGRA 2;20.12
23/03/2024;29/03/2024;ANGRA 1;31.17
23/03/2024;29/03/2024;NORTEFLU 1;101.32
23/03/2024;29/03/2024;BAIXADA FL;107.03
23/03/2024;29/03/2024;SANTA CRUZ;109.63
23/03/2024;29/03/2024;NORTEFLU 2;118.10
23/03/2024;29/03/2024;O.PINTADA;138.91
23/03/2024;29/03/2024;UTE STA VI;150.06
23/03/2024;29/03/2024;M.AZUL;156.24
23/03/2024;29/03/2024;LUIZORMELO;156.85
23/03/2024;29/03/2024;UTE GNA I;199.08
23/03/2024;29/03/2024;NORTEFLU 3;225.93
23/03/2024;29/03/2024;ATLANTICO;241.26
23/03/2024;29/03/2024;ST.CRUZ 34;310.41
23/03/2024;29/03/2024;TERMORIO;404.90
23/03/2024;29/03/2024;CUBATAO;418.38
23/03/2024;29/03/2024;PIRAT.12 O;470.34
23/03/2024;29/03/2024;AUR.CHAVES;522.13
23/03/2024;29/03/2024;KARKEY 013;573.24
23/03/2024;29/03/2024;KARKEY 019;573.24
23/03/2024;29/03/2024;TRES LAGOA;587.56
23/03/2024;29/03/2024;PORSUD I;680.57
23/03/2024;29/03/2024;PORSUD II;682.91
23/03/2024;29/03/2024;NORTEFLU 4;689.30
23/03/2024;29/03/2024;FGASPARIAN;701.26
23/03/2024;29/03/2024;SEROPEDICA;724.18
23/03/2024;29/03/2024;JUIZ DE FO;758.46
23/03/2024;29/03/2024;MPPAULINIA;809.75
23/03/2024;29/03/2024;VIANA I;811.58
23/03/2024;29/03/2024;POVOACAO I;811.58
23/03/2024;29/03/2024;LORM_PCS;811.58
23/03/2024;29/03/2024;M.LAGO;928.54
23/03/2024;29/03/2024;VIANA;983.28
23/03/2024;29/03/2024;W.ARJONA;1413.22
23/03/2024;29/03/2024;PALMEIR_GO;1729.31
23/03/2024;29/03/2024;TNORTE 2;2997.89
30/03/2024;05/04/2024;C. ROCHA;0.00
30/03/2024;05/04/2024;PONTA NEGR;0.00
30/03/2024;05/04/2024;JARAQUI;0.00
30/03/2024;05/04/2024;TAMBAQUI;0.00
30/03/2024;05/04/2024;MANAUARA;0.00
30/03/2024;05/04/2024;UTE MAUA 3;66.91
30/03/2024;05/04/2024;APARECIDA;66.91
30/03/2024;05/04/2024;MARANHAO V;104.13
30/03/2024;05/04/2024;MARANHAOIV;104.13
30/03/2024;05/04/2024;MARANHAO3;105.87
30/03/2024;05/04/2024;PARNAIB_IV;151.69
30/03/2024;05/04/2024;PARNAIBA_V;199.40
30/03/2024;05/04/2024;P. ITAQUI;285.56
30/03/2024;05/04/2024;N.VENECIA2;286.88
30/03/2024;05/04/2024;GERAMAR2;983.26
30/03/2024;05/04/2024;GERAMAR1;983.26
30/03/2024;05/04/2024;POTIGUAR_3;0.00
30/03/2024;05/04/2024;PETROLINA;0.00
30/03/2024;05/04/2024;POTIGUAR;0.00
30/03/2024;05/04/2024;ERB CANDEI;108.45
30/03/2024;05/04/2024;PROSPERIDA;204.55
30/03/2024;05/04/2024;PROSP_III;208.41
30/03/2024;05/04/2024;PROSP_II;224.34
30/03/2024;05/04/2024;TERMOPE;233.95
30/03/2024;05/04/2024;P.PECEM1;283.30
30/03/2024;05/04/2024;P.PECEM2;292.97
30/03/2024;05/04/2024;PSERGIPE I;351.54
30/03/2024;05/04/2024;JS_PEREIRA;450.86
30/03/2024;05/04/2024;SYKUE I;510.12
30/03/2024;05/04/2024;TERMOCEARA;560.97
30/03/2024;05/04/2024;C.FURTADO;583.31
30/03/2024;05/04/2024;PERNAMBU_3;843.41
30/03/2024;05/04/2024;MARACANAU;953.73
30/03/2024;05/04/2024;TERMOCABO;971.34
30/03/2024;05/04/2024;TERMONE;976.80
30/03/2024;05/04/2024;TERMOPB;976.80
30/03/2024;05/04/2024;CAMPINA_GR;983.30
30/03/2024;05/04/2024;SUAPE II;998.87
30/03/2024;05/04/2024;GLOBAL II;1114.76
30/03/2024;05/04/2024;GLOBAL I;1114.76
30/03/2024;05/04/2024;PAMPA SUL;86.15
30/03/2024;05/04/2024;SAO SEPE;108.38
30/03/2024;05/04/2024;CANDIOTA_3;108.94
30/03/2024;05/04/2024;J.LACER. C;325.27
30/03/2024;05/04/2024;FIGUEIRA;330.64
30/03/2024;05/04/2024;J.LACER. B;378.90
30/03/2024;05/04/2024;J.LAC. A2;387.75
30/03/2024;05/04/2024;J.LAC. A1;453.14
30/03/2024;05/04/2024;B.BONITA I;742.99
30/03/2024;05/04/2024;URUGUAIANA;1182.86
30/03/2024;05/04/2024;S.TIARAJU;1185.50
30/03/2024;05/04/2024;ARAUCARIA;2305.34
30/03/2024;05/04/2024;XAVANTES;0.00
30/03/2024;05/04/2024;ATLAN_CSA;0.00
30/03/2024;05/04/2024;CUIABA CC;0.00
30/03/2024;05/04/2024;W.ARJONA O;0.00
30/03/2024;05/04/2024;DAIA;0.00
30/03/2024;05/04/2024;ANGRA 2;20.12
30/03/2024;05/04/2024;ANGRA 1;31.17
30/03/2024;05/04/2024;NORTEFLU 1;101.32
30/03/2024;05/04/2024;BAIXADA FL;107.03
30/03/2024;05/04/2024;SANTA CRUZ;109.63
30/03/2024;05/04/2024;NORTEFLU 2;118.10
30/03/2024;05/04/2024;O.PINTADA;138.91
30/03/2024;05/04/2024;UTE STA VI;150.06
30/03/2024;05/04/2024;M.AZUL;156.24
30/03/2024;05/04/2024;LUIZORMELO;156.85
30/03/2024;05/04/2024;UTE GNA I;199.08
30/03/2024;05/04/2024;NORTEFLU 3;225.93
30/03/2024;05/04/2024;ATLANTICO;242.67
30/03/2024;05/04/2024;ST.CRUZ 34;310.41
30/03/2024;05/04/2024;TERMORIO;405.24
30/03/2024;05/04/2024;CUBATAO;420.45
30/03/2024;05/04/2024;PIRAT.12 O;470.34
30/03/2024;05/04/2024;AUR.CHAVES;522.13
30/03/2024;05/04/2024;KARKEY 019;573.24
30/03/2024;05/04/2024;KARKEY 013;573.24
30/03/2024;05/04/2024;TRES LAGOA;587.56
30/03/2024;05/04/2024;PORSUD I;680.57
30/03/2024;05/04/2024;PORSUD II;682.91
30/03/2024;05/04/2024;NORTEFLU 4;689.30
30/03/2024;05/04/2024;FGASPARIAN;701.26
30/03/2024;05/04/2024;SEROPEDICA;724.18
30/03/2024;05/04/2024;JUIZ DE FO;758.46
30/03/2024;05/04/2024;MPPAULINIA;809.75
30/03/2024;05/04/2024;LORM_PCS;811.58
30/03/2024;05/04/2024;POVOACAO I;811.58
30/03/2024;05/04/2024;VIANA I;811.58
30/03/2024;05/04/2024;M.LAGO;929.05
30/03/2024;05/04/2024;VIANA;983.28
30/03/2024;05/04/2024;W.ARJONA;1413.22
30/03/2024;05/04/2024;PALMEIR_GO;1729.62
30/03/2024;05/04/2024;TNORTE 2;2997.89
06/04/2024;12/04/2024;TAMBAQUI;0.00
06/04/2024;12/04/2024;JARAQUI;0.00
06/04/2024;12/04/2024;PONTA NEGR;0.00
06/04/2024;12/04/2024;MANAUARA;0.00
06/04/2024;12/04/2024;C. ROCHA;0.00
06/04/2024;12/04/2024;APARECIDA;66.12
06/04/2024;12/04/2024;UTE MAUA 3;66.12
06/04/2024;12/04/2024;MARANHAO V;102.27
06/04/2024;12/04/2024;MARANHAOIV;102.27
06/04/2024;12/04/2024;MARANHAO3;105.87
06/04/2024;12/04/2024;PARNAIB_IV;151.69
06/04/2024;12/04/2024;PARNAIBA_V;200.03
06/04/2024;12/04/2024;N.VENECIA2;286.88
06/04/2024;12/04/2024;P. ITAQUI;334.51
06/04/2024;12/04/2024;GERAMAR2;1050.61
06/04/2024;12/04/2024;GERAMAR1;1050.61
06/04/2024;12/04/2024;PETROLINA;0.00
06/04/2024;12/04/2024;POTIGUAR_3;0.00
06/04/2024;12/04/2024;POTIGUAR;0.00
06/04/2024;12/04/2024;ERB CANDEI;108.45
06/04/2024;12/04/2024;PROSPERIDA;204.55
06/04/2024;12/04/2024;PROSP_III;208.41
06/04/2024;12/04/2024;PROSP_II;232.86
06/04/2024;12/04/2024;TERMOPE;233.95
06/04/2024;12/04/2024;P.PECEM1;335.26
06/04/2024;12/04/2024;P.PECEM2;342.16
06/04/2024;12/04/2024;PSERGIPE I;358.26
06/04/2024;12/04/2024;JS_PEREIRA;450.86
06/04/2024;12/04/2024;TERMOCEARA;560.97
06/04/2024;12/04/2024;C.FURTADO;598.05
06/04/2024;12/04/2024;PERNAMBU_3;903.24
06/04/2024;12/04/2024;MARACANAU;1020.32
06/04/2024;12/04/2024;TERMOCABO;1037.81
06/04/2024;12/04/2024;TERMONE;1042.78
06/04/2024;12/04/2024;TERMOPB;1042.78
06/04/2024;12/04/2024;CAMPINA_GR;1050.65
06/04/2024;12/04/2024;SUAPE II;1070.34
06/04/2024;12/04/2024;GLOBAL II;1190.79
06/04/2024;12/04/2024;GLOBAL I;1190.79
06/04/2024;12/04/2024;PAMPA SUL;86.15
06/04/2024;12/04/2024;SAO SEPE;108.38
06/04/2024;12/04/2024;CANDIOTA_3;108.94
06/04/2024;12/04/2024;J.LACER. C;325.27
06/04/2024;12/04/2024;FIGUEIRA;330.64
06/04/2024;12/04/2024;J.LACER. B;378.90
06/04/2024;12/04/2024;J.LAC. A2;387.75
06/04/2024;12/04/2024;J.LAC. A1;453.14
06/04/2024;12/04/2024;B.BONITA I;742.99
06/04/2024;12/04/2024;URUGUAIANA;1182.86
06/04/2024;12/04/2024;S.TIARAJU;1197.84
06/04/2024;12/04/2024;ARAUCARIA;2305.34
06/04/2024;12/04/2024;ATLAN_CSA;0.00
06/04/2024;12/04/2024;DAIA;0.00
06/04/2024;12/04/2024;W.ARJONA O;0.00
06/04/2024;12/04/2024;CUIABA CC;0.00
06/04/2024;12/04/2024;XAVANTES;0.00
06/04/2024;12/04/2024;ANGRA 2;20.12
06/04/2024;12/04/2024;ANGRA 1;31.17
06/04/2024;12/04/2024;NORTEFLU 1;101.32
06/04/2024;12/04/2024;BAIXADA FL;104.98
06/04/2024;12/04/2024;SANTA CRUZ;107.56
06/04/2024;12/04/2024;NORTEFLU 2;118.10
06/04/2024;12/04/2024;O.PINTADA;138.91
06/04/2024;12/04/2024;UTE STA VI;150.06
06/04/2024;12/04/2024;LUIZORMELO;153.55
06/04/2024;12/04/2024;M.AZUL;159.65
06/04/2024;12/04/2024;UTE GNA I;194.95
06/04/2024;12/04/2024;NORTEFLU 3;225.93
06/04/2024;12/04/2024;ATLANTICO;242.67
06/04/2024;12/04/2024;ST.CRUZ 34;310.41
06/04/2024;12/04/2024;TERMORIO;405.24
06/04/2024;12/04/2024;CUBATAO;420.45
06/04/2024;12/04/2024;PIRAT.12 O;470.34
06/04/2024;12/04/2024;AUR.CHAVES;538.94
06/04/2024;12/04/2024;KARKEY 013;598.50
06/04/2024;12/04/2024;KARKEY 019;598.50
06/04/2024;12/04/2024;TRES LAGOA;608.05
06/04/2024;12/04/2024;NORTEFLU 4;689.30
06/04/2024;12/04/2024;PORSUD I;708.72
06/04/2024;12/04/2024;PORSUD II;710.74
06/04/2024;12/04/2024;FGASPARIAN;720.64
06/04/2024;12/04/2024;SEROPEDICA;748.13
06/04/2024;12/04/2024;JUIZ DE FO;781.88
06/04/2024;12/04/2024;MPPAULINIA;846.36
06/04/2024;12/04/2024;LORM_PCS;850.40
06/04/2024;12/04/2024;VIANA I;850.40
06/04/2024;12/04/2024;POVOACAO I;850.40
06/04/2024;12/04/2024;M.LAGO;929.05
06/04/2024;12/04/2024;VIANA;1050.63
06/04/2024;12/04/2024;W.ARJONA;1413.22
06/04/2024;12/04/2024;PALMEIR_GO;1729.62
06/04/2024;12/04/2024;TNORTE 2;2997.89
13/04/2024;19/04/2024;PONTA NEGR;0.00
13/04/2024;19/04/2024;JARAQUI;0.00
13/04/2024;19/04/2024;MANAUARA;0.00
13/04/2024;19/04/2024;TAMBAQUI;0.00
13/04/2024;19/04/2024;C. ROCHA;0.00
13/04/2024;19/04/2024;UTE MAUA 3;66.12
13/04/2024;19/04/2024;APARECIDA;66.12
13/04/2024;19/04/2024;MARANHAO V;102.27
13/04/2024;19/04/2024;MARANHAOIV;102.27
13/04/2024;19/04/2024;MARANHAO3;105.87
13/04/2024;19/04/2024;PARNAIB_IV;151.69
13/04/2024;19/04/2024;PARNAIBA_V;200.03
13/04/2024;19/04/2024;N.VENECIA2;286.88
13/04/2024;19/04/2024;P. ITAQUI;334.51
13/04/2024;19/04/2024;GERAMAR2;1050.61
13/04/2024;19/04/2024;GERAMAR1;1050.61
13/04/2024;19/04/2024;PETROLINA;0.00
13/04/2024;19/04/2024;POTIGUAR_3;0.00
13/04/2024;19/04/2024;POTIGUAR;0.00
13/04/2024;19/04/2024;ERB CANDEI;108.45
13/04/2024;19/04/2024;PROSPERIDA;204.55
13/04/2024;19/04/2024;PROSP_III;208.41
13/04/2024;19/04/2024;PROSP_II;232.86
13/04/2024;19/04/2024;TERMOPE;233.95
13/04/2024;19/04/2024;P.PECEM1;335.26
13/04/2024;19/04/2024;P.PECEM2;342.16
13/04/2024;19/04/2024;PSERGIPE I;358.26
13/04/2024;19/04/2024;JS_PEREIRA;450.86
13/04/2024;19/04/2024;TERMOCEARA;560.97
13/04/2024;19/04/2024;C.FURTADO;598.05
13/04/2024;19/04/2024;PERNAMBU_3;903.24
13/04/2024;19/04/2024;MARACANAU;1020.32
13/04/2024;19/04/2024;TERMOCABO;1037.81
13/04/2024;19/04/2024;TERMONE;1042.78
13/04/2024;19/04/2024;TERMOPB;1042.78
13/04/2024;19/04/2024;CAMPINA_GR;1050.65
13/04/2024;19/04/2024;SUAPE II;1070.34
13/04/2024;19/04/2024;GLOBAL II;1190.79
13/04/2024;19/04/2024;GLOBAL I;1190.79
13/04/2024;19/04/2024;PAMPA SUL;86.15
13/04/2024;19/04/2024;SAO SEPE;108.38
13/04/2024;19/04/2024;CANDIOTA_3;108.94
13/04/2024;19/04/2024;J.LACER. C;325.27
13/04/2024;19/04/2024;FIGUEIRA;330.64
13/04/2024;19/04/2024;J.LACER. B;378.90
13/04/2024;19/04/2024;J.LAC. A2;387.75
13/04/2024;19/04/2024;J.LAC. A1;453.14
13/04/2024;19/04/2024;B.BONITA I;742.99
13/04/2024;19/04/2024;URUGUAIANA;1182.86
13/04/2024;19/04/2024;S.TIARAJU;1197.84
13/04/2024;19/04/2024;ARAUCARIA;2305.34
13/04/2024;19/04/2024;ATLAN_CSA;0.00
13/04/2024;19/04/2024;DAIA;0.00
13/04/2024;19/04/2024;CUIABA CC;0.00
13/04/2024;19/04/2024;XAVANTES;0.00
13/04/2024;19/04/2024;W.ARJONA O;0.00
13/04/2024;19/04/2024;ANGRA 2;20.12
13/04/2024;19/04/2024;ANGRA 1;31.17
13/04/2024;19/04/2024;NORTEFLU 1;101.32
13/04/2024;19/04/2024;BAIXADA FL;104.98
13/04/2024;19/04/2024;SANTA CRUZ;107.56
13/04/2024;19/04/2024;NORTEFLU 2;118.10
13/04/2024;19/04/2024;O.PINTADA;138.91
13/04/2024;19/04/2024;UTE STA VI;150.06
13/04/2024;19/04/2024;LUIZORMELO;153.55
13/04/2024;19/04/2024;M.AZUL;159.65
13/04/2024;19/04/2024;UTE GNA I;194.95
13/04/2024;19/04/2024;NORTEFLU 3;225.93
13/04/2024;19/04/2024;ATLANTICO;242.67
13/04/2024;19/04/2024;ST.CRUZ 34;310.41
13/04/2024;19/04/2024;TERMORIO;405.24
13/04/2024;19/04/2024;CUBATAO;420.45
13/04/2024;19/04/2024;PIRAT.12 O;470.34
13/04/2024;19/04/2024;AUR.CHAVES;538.94
13/04/2024;19/04/2024;KARKEY 013;598.50
13/04/2024;19/04/2024;KARKEY 019;598.50
13/04/2024;19/04/2024;TRES LAGOA;608.05
13/04/2024;19/04/2024;NORTEFLU 4;689.30
13/04/2024;19/04/2024;PORSUD I;708.72
13/04/2024;19/04/2024;PORSUD II;710.74
13/04/2024;19/04/2024;FGASPARIAN;720.64
13/04/2024;19/04/2024;SEROPEDICA;748.13
13/04/2024;19/04/2024;JUIZ DE FO;781.88
13/04/2024;19/04/2024;MPPAULINIA;846.36
13/04/2024;19/04/2024;POVOACAO I;850.40
13/04/2024;19/04/2024;VIANA I;850.40
13/04/2024;19/04/2024;LORM_PCS;850.40
13/04/2024;19/04/2024;M.LAGO;929.05
13/04/2024;19/04/2024;VIANA;1050.63
13/04/2024;19/04/2024;W.ARJONA;1413.22
13/04/2024;19/04/2024;PALMEIR_GO;1729.62
13/04/2024;19/04/2024;TNORTE 2;2997.89
20/04/2024;26/04/2024;MANAUARA;0.00
20/04/2024;26/04/2024;TAMBAQUI;0.00
20/04/2024;26/04/2024;C. ROCHA;0.00
20/04/2024;26/04/2024;JARAQUI;0.00
20/04/2024;26/04/2024;PONTA NEGR;0.00
20/04/2024;26/04/2024;UTE MAUA 3;66.12
20/04/2024;26/04/2024;APARECIDA;66.12
20/04/2024;26/04/2024;MARANHAO V;102.27
20/04/2024;26/04/2024;MARANHAOIV;102.27
20/04/2024;26/04/2024;MARANHAO3;105.87
20/04/2024;26/04/2024;PARNAIB_IV;151.69
20/04/2024;26/04/2024;PARNAIBA_V;200.03
20/04/2024;26/04/2024;N.VENECIA2;286.88
20/04/2024;26/04/2024;P. ITAQUI;334.51
20/04/2024;26/04/2024;GERAMAR1;1050.61
20/04/2024;26/04/2024;GERAMAR2;1050.61
20/04/2024;26/04/2024;POTIGUAR_3;0.00
20/04/2024;26/04/2024;POTIGUAR;0.00
20/04/2024;26/04/2024;PETROLINA;0.00
20/04/2024;26/04/2024;ERB CANDEI;108.45
20/04/2024;26/04/2024;PROSPERIDA;204.55
20/04/2024;26/04/2024;PROSP_III;208.41
20/04/2024;26/04/2024;PROSP_II;232.86
20/04/2024;26/04/2024;TERMOPE;233.95
20/04/2024;26/04/2024;P.PECEM1;335.26
20/04/2024;26/04/2024;P.PECEM2;342.16
20/04/2024;26/04/2024;PSERGIPE I;358.26
20/04/2024;26/04/2024;JS_PEREIRA;450.86
20/04/2024;26/04/2024;TERMOCEARA;560.97
20/04/2024;26/04/2024;C.FURTADO;598.05
20/04/2024;26/04/2024;PERNAMBU_3;903.24
20/04/2024;26/04/2024;MARACANAU;1020.32
20/04/2024;26/04/2024;TERMOCABO;1037.81
20/04/2024;26/04/2024;TERMOPB;1042.78
20/04/2024;26/04/2024;TERMONE;1042.78
20/04/2024;26/04/2024;CAMPINA_GR;1050.65
20/04/2024;26/04/2024;SUAPE II;1070.34
20/04/2024;26/04/2024;GLOBAL II;1190.79
20/04/2024;26/04/2024;GLOBAL I;1190.79
20/04/2024;26/04/2024;PAMPA SUL;86.15
20/04/2024;26/04/2024;SAO SEPE;108.38
20/04/2024;26/04/2024;CANDIOTA_3;108.94
20/04/2024;26/04/2024;J.LACER. C;325.27
20/04/2024;26/04/2024;FIGUEIRA;330.64
20/04/2024;26/04/2024;J.LACER. B;378.90
20/04/2024;26/04/2024;J.LAC. A2;387.75
20/04/2024;26/04/2024;J.LAC. A1;453.14
20/04/2024;26/04/2024;B.BONITA I;742.99
20/04/2024;26/04/2024;URUGUAIANA;1182.86
20/04/2024;26/04/2024;S.TIARAJU;1197.84
20/04/2024;26/04/2024;ARAUCARIA;2305.34
20/04/2024;26/04/2024;ATLAN_CSA;0.00
20/04/2024;26/04/2024;DAIA;0.00
20/04/2024;26/04/2024;CUIABA CC;0.00
20/04/2024;26/04/2024;W.ARJONA O;0.00
20/04/2024;26/04/2024;XAVANTES;0.00
20/04/2024;26/04/2024;ANGRA 2;20.12
20/04/2024;26/04/2024;ANGRA 1;31.17
20/04/2024;26/04/2024;NORTEFLU 1;101.32
20/04/2024;26/04/2024;BAIXADA FL;104.98
20/04/2024;26/04/2024;SANTA CRUZ;107.56
20/04/2024;26/04/2024;NORTEFLU 2;118.10
20/04/2024;26/04/2024;O.PINTADA;138.91
20/04/2024;26/04/2024;UTE STA VI;150.06
20/04/2024;26/04/2024;LUIZORMELO;153.55
20/04/2024;26/04/2024;M.AZUL;159.65
20/04/2024;26/04/2024;UTE GNA I;194.95
20/04/2024;26/04/2024;NORTEFLU 3;225.93
20/04/2024;26/04/2024;ATLANTICO;242.67
20/04/2024;26/04/2024;ST.CRUZ 34;310.41
20/04/2024;26/04/2024;TERMORIO;405.24
20/04/2024;26/04/2024;CUBATAO;420.45
20/04/2024;26/04/2024;PIRAT.12 O;470.34
20/04/2024;26/04/2024;AUR.CHAVES;538.94
20/04/2024;26/04/2024;KARKEY 013;598.50
20/04/2024;26/04/2024;KARKEY 019;598.50
20/04/2024;26/04/2024;TRES LAGOA;608.05
20/04/2024;26/04/2024;NORTEFLU 4;689.30
20/04/2024;26/04/2024;PORSUD I;708.72
20/04/2024;26/04/2024;PORSUD II;710.74
20/04/2024;26/04/2024;FGASPARIAN;720.64
20/04/2024;26/04/2024;SEROPEDICA;748.13
20/04/2024;26/04/2024;JUIZ DE FO;781.88
20/04/2024;26/04/2024;MPPAULINIA;846.36
20/04/2024;26/04/2024;POVOACAO I;850.40
20/04/2024;26/04/2024;VIANA I;850.40
20/04/2024;26/04/2024;LORM_PCS;850.40
20/04/2024;26/04/2024;M.LAGO;929.05
20/04/2024;26/04/2024;VIANA;1050.63
20/04/2024;26/04/2024;W.ARJONA;1413.22
20/04/2024;26/04/2024;PALMEIR_GO;1729.62
20/04/2024;26/04/2024;TNORTE 2;2997.89
27/04/2024;03/05/2024;C. ROCHA;0.00
27/04/2024;03/05/2024;PONTA NEGR;0.00
27/04/2024;03/05/2024;JARAQUI;0.00
27/04/2024;03/05/2024;MANAUARA;0.00
27/04/2024;03/05/2024;TAMBAQUI;0.00
27/04/2024;03/05/2024;UTE MAUA 3;66.12
27/04/2024;03/05/2024;APARECIDA;66.12
27/04/2024;03/05/2024;MARANHAOIV;102.27
27/04/2024;03/05/2024;MARANHAO V;102.27
27/04/2024;03/05/2024;MARANHAO3;105.87
27/04/2024;03/05/2024;PARNAIB_IV;151.69
27/04/2024;03/05/2024;PARNAIBA_V;200.03
27/04/2024;03/05/2024;N.VENECIA2;286.88
27/04/2024;03/05/2024;P. ITAQUI;334.51
27/04/2024;03/05/2024;GERAMAR1;1050.61
27/04/2024;03/05/2024;GERAMAR2;1050.61
27/04/2024;03/05/2024;POTIGUAR_3;0.00
27/04/2024;03/05/2024;PETROLINA;0.00
27/04/2024;03/05/2024;POTIGUAR;0.00
27/04/2024;03/05/2024;ERB CANDEI;108.45
27/04/2024;03/05/2024;PROSPERIDA;204.55
27/04/2024;03/05/2024;PROSP_III;208.41
27/04/2024;03/05/2024;PROSP_II;232.86
27/04/2024;03/05/2024;TERMOPE;234.10
27/04/2024;03/05/2024;P.PECEM1;335.26
27/04/2024;03/05/2024;P.PECEM2;342.16
27/04/2024;03/05/2024;PSERGIPE I;358.26
27/04/2024;03/05/2024;C.FURTADO;425.98
27/04/2024;03/05/2024;JS_PEREIRA;450.86
27/04/2024;03/05/2024;TERMOCEARA;561.62
