dia;dat_iniciosemana;dat_fimsemana;ano_referencia;mes_referencia;num_revisao;nom_semanaoperativa;cod_modelos;id_subsistema;nom_subsistema;nom_usina;val_cvu
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;13;SE;SUDESTE;ANGRA 2;2.874
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;1;SE;SUDESTE;ANGRA 1;4.453
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;171;SE;SUDESTE;NORTEFLU 1;14.21
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;172;SE;SUDESTE;NORTEFLU 2;16.641
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;229;SE;SUDESTE;O.PINTADA;19.844
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;236;SE;SUDESTE;M.AZUL;20.44
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;146;SE;SUDESTE;UTE STA VI;21.437
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;211;SE;SUDESTE;BAIXADA FL;23.383
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;86;SE;SUDESTE;SANTA CRUZ;23.824
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;173;SE;SUDESTE;NORTEFLU 3;31.717
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;183;SE;SUDESTE;ATLANTICO;34.387
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;15;SE;SUDESTE;LUIZORMELO;35.421
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;4;SE;SUDESTE;ST.CRUZ 34;44.344
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;137;SE;SUDESTE;UTE GNA I;44.774
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;47;SE;SUDESTE;TERMORIO;57.827
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;97;SE;SUDESTE;CUBATAO;59.677
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;50;SE;SUDESTE;PIRAT.12 O;67.191
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;174;SE;SUDESTE;NORTEFLU 4;91.701
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;63;SE;SUDESTE;AUR.CHAVES;92.091
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;68;SE;SUDESTE;TRES LAGOA;105.27
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;246;SE;SUDESTE;KARKEY 019;116.644
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;245;SE;SUDESTE;KARKEY 013;116.644
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;110;SE;SUDESTE;FGASPARIAN;120.357
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;62;SE;SUDESTE;SEROPEDICA;128.386
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;90;SE;SUDESTE;M.LAGO;132.621
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;54;SE;SUDESTE;JUIZ DE FO;132.729
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;250;SE;SUDESTE;PORSUD II;135.154
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;249;SE;SUDESTE;PORSUD I;135.337
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;49;SE;SUDESTE;VIANA;144.65
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;248;SE;SUDESTE;MPPAULINIA;165.739
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
28/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
29/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
30/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
31/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
01/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
02/02/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;247;SE;SUDESTE;LORM_PCS;169.339
27/01/2024;27/01/2024;02/02/2024;2024;2;0;PMO Fevereiro 2024;253;SE;SUDESTE;VIANA I;169.339
